t,headX,headY,headZ,headRotX,headRotY,headRotZ,leftHandX,leftHandY,leftHandZ,leftHandRotX,leftHandRotY,leftHandRotZ,rightHandX,rightHandY,rightHandZ,rightHandRotX,rightHandRotY,rightHandRotZ

6.19236,-0.1152603,1.147003,0.4401708,351.0063,9.232189,19.58589,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

6.19236,-0.115322,1.146886,0.4403206,351.1088,9.309512,19.42276,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

6.21236,-0.1035461,1.144382,0.4359599,357.1807,13.15056,16.52889,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

6.280286,-0.1027997,1.144259,0.4354787,357.5231,13.2694,16.36754,0,0,0,0,0,0,-0.0808091,0.7919396,0.5381324,357.7296,287.1447,51.28948

6.318592,-0.09090002,1.136993,0.4221241,3.667167,15.44932,10.00571,0,0,0,0,0,0,-0.08080916,0.7919368,0.5381323,357.7319,287.1446,51.28985

6.367616,-0.08186155,1.128369,0.4079382,6.904626,18.24285,4.730583,0,0,0,0,0,0,-0.08080932,0.7919376,0.5381309,357.7311,287.1434,51.29011

6.403803,-0.07956229,1.125615,0.4012373,7.763338,19.8939,3.258335,0,0,0,0,0,0,-0.08080916,0.7919369,0.5381323,357.7318,287.1446,51.28978

6.428931,-0.07862811,1.124635,0.3977538,8.149527,20.40456,2.918883,0,0,0,0,0,0,-0.08080925,0.7919384,0.5381314,357.7307,287.1438,51.2888

6.455127,-0.07678158,1.122535,0.3923735,8.546847,21.06609,2.095015,0,0,0,0,0,0,-0.08080903,0.7919378,0.5381331,357.7309,287.1454,51.29053

6.479514,-0.0772478,1.122917,0.3926608,8.505303,21.01013,2.525702,0,0,0,0,0,0,-0.08080927,0.7919388,0.5381311,357.7307,287.1437,51.28659

6.493716,-0.0749795,1.120128,0.3855027,9.715845,22.31332,1.205634,0,0,0,0,0,0,-0.0808091,0.791937,0.5381327,357.7314,287.145,51.29187

6.506599,-0.07555198,1.119944,0.3858199,9.511947,22.27322,1.128366,0,0,0,0,0,0,-0.08080883,0.7919397,0.5381345,357.7294,287.1466,51.28971

6.606599,-0.07523283,1.118877,0.3837901,10.02592,22.5416,0.5567834,0,0,0,0,0,0,-0.08080857,0.7919396,0.5381365,357.7277,287.1481,51.29997

6.659671,-0.07807883,1.116583,0.3612229,13.7309,19.16345,359.4002,0,0,0,0,0,0,-0.08081056,0.7919317,0.5381219,357.7328,287.1349,51.31141

6.678686,-0.07830168,1.114732,0.3613995,14.95329,18.83337,358.3513,0,0,0,0,0,0,-0.0808091,0.7919372,0.5381327,357.7313,287.1449,51.29155

6.727713,-0.0755199,1.113658,0.3599061,14.6189,17.60125,358.6249,0,0,0,0,0,0,-0.08080925,0.7919384,0.5381314,357.7307,287.1438,51.28881

