t,headX,headY,headZ,headRotX,headRotY,headRotZ,leftHandX,leftHandY,leftHandZ,leftHandRotX,leftHandRotY,leftHandRotZ,leftHandVelX,leftHandVelY,leftHandVelZ,leftHandAngVelX,leftHandAngVelY,leftHandAngVelZ,rightHandX,rightHandY,rightHandZ,rightHandRotX,rightHandRotY,rightHandRotZ,rightHandVelX,rightHandVelY,rightHandVelZ,rightHandAngVelX,rightHandAngVelY,rightHandAngVelZ
13.46097,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,NaN,NaN,NaN,-8.393778E-43,NaN,NaN,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.143425,0.9896588,-0.002030715,0,0.1056942,-0.01735795

13.47294,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,0,0,0,0,0,0,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,0,0,0,0,0,0

13.48553,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,NaN,NaN,NaN,-8.393778E-43,NaN,NaN,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.143425,0.9896588,-0.002030715,0,0.1056942,-0.01735795

13.49871,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,0,0,0,0,0,0,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,0,0,0,0,0,0

13.51062,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,NaN,NaN,NaN,-8.393778E-43,NaN,NaN,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.143425,0.9896588,-0.002030715,0,0.1056942,-0.01735795

13.52273,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,0,0,0,0,0,0,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,0,0,0,0,0,0

13.5359,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,NaN,NaN,NaN,-8.393778E-43,NaN,NaN,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.143425,0.9896588,-0.002030715,0,0.1056942,-0.01735795

13.54826,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,0,0,0,0,0,0,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,0,0,0,0,0,0

13.56085,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,NaN,NaN,NaN,-8.393778E-43,NaN,NaN,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.143425,0.9896588,-0.002030715,0,0.1056942,-0.01735795

13.57366,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,NaN,NaN,NaN,-8.393778E-43,NaN,NaN,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.143425,0.9896588,-0.002030715,0,0.1056942,-0.01735795

13.58605,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,0,0,0,0,0,0,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,0,0,0,0,0,0

13.59795,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,0,0,0,0,0,0,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,0,0,0,0,0,0

13.61085,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,NaN,NaN,NaN,-8.393778E-43,NaN,NaN,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.143425,0.9896588,-0.002030715,0,0.1056942,-0.01735795

13.62319,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,0,0,0,0,0,0,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,0,0,0,0,0,0

13.63599,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,NaN,NaN,NaN,-8.393778E-43,NaN,NaN,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.143425,0.9896588,-0.002030715,0,0.1056942,-0.01735795

13.64774,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,0,0,0,0,0,0,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,0,0,-0.002030715,0,-3.083738E-20,6.404214E-41

13.66115,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,NaN,NaN,NaN,-8.393778E-43,NaN,NaN,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.143425,0.9896588,-0.002030715,0,0.1056942,-0.01735795

13.67237,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,NaN,NaN,NaN,-8.393778E-43,NaN,NaN,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.143425,0.9896588,-0.002030715,0,0.1056942,-0.01735795

13.68508,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,NaN,NaN,NaN,-8.393778E-43,NaN,NaN,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.143425,0.9896588,-0.002030715,0,0.1056942,-0.01735795

13.69842,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,0,0,4.905733E-32,-8.393778E-43,-3.083785E-20,6.404214E-41,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-1.011009E-17,3.279038E-43,-0.002030715,0,0,0

13.7103,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,NaN,NaN,NaN,-8.393778E-43,NaN,NaN,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.143425,0.9896588,-0.002030715,0,0.1056942,-0.01735795

13.72294,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,NaN,NaN,NaN,-8.393778E-43,NaN,NaN,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.143425,0.9896588,-0.002030715,0,0.1056942,-0.01735795

