t,headX,headY,headZ,headRotX,headRotY,headRotZ,leftHandX,leftHandY,leftHandZ,leftHandRotX,leftHandRotY,leftHandRotZ,rightHandX,rightHandY,rightHandZ,rightHandRotX,rightHandRotY,rightHandRotZ

0,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.02,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.12,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.1522353,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.1581583,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.1629377,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.1890621,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.2131166,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.238183,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.2655673,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.2879968,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.3172727,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.337793,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.3637625,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.3884588,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.4128486,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.4372173,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.4632558,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.4884102,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.5134346,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.5384807,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.5626028,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.5887531,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.614824,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.6371214,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.6639778,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.6884142,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.7121482,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.7377107,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.7629779,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.7877699,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.8141259,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.8380083,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.8638651,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.8887311,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.913576,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.9383513,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

