t,headX,headY,headZ,headRotX,headRotY,headRotZ,leftHandX,leftHandY,leftHandZ,leftHandRotX,leftHandRotY,leftHandRotZ,rightHandX,rightHandY,rightHandZ,rightHandRotX,rightHandRotY,rightHandRotZ

0,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.02,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.12,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.1515954,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.1576346,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.1652173,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.1898203,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.2150798,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.2397834,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.2650089,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.2896592,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.3145125,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.339775,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.3653,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.389814,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.417995,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.4396928,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.4649831,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.4898819,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.5150247,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.5401568,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.5648506,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.590402,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.6154401,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.6401057,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.6650158,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.689697,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.7152885,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.7398959,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.7651528,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.7899958,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.8148779,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.8402185,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.8653408,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.8897326,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.9153958,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.9401117,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

