t,headX,headY,headZ,headRotX,headRotY,headRotZ,leftHandX,leftHandY,leftHandZ,leftHandRotX,leftHandRotY,leftHandRotZ,rightHandX,rightHandY,rightHandZ,rightHandRotX,rightHandRotY,rightHandRotZ

0,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.02,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.12,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.1561209,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.1620349,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.166073,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.1851436,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.2099193,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.2352688,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.2598818,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.2849437,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.310562,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.3350899,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.3610633,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.3855388,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.4097606,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.4391626,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.4597695,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.4850181,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.5106741,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.5361121,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.5614667,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.5854399,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.6097778,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.6344954,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.6598632,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.6851213,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.7100041,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.7345856,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.759197,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.7844296,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.8098924,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.834469,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.8596027,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.8847861,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.9098926,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

0.9349693,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0

