t,headX,headY,headZ,headRotX,headRotY,headRotZ,leftHandX,leftHandY,leftHandZ,leftHandRotX,leftHandRotY,leftHandRotZ,rightHandX,rightHandY,rightHandZ,rightHandRotX,rightHandRotY,rightHandRotZ

0,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.02,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.12,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.1495351,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.1561973,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.1603776,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.1731738,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.1853506,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.1979826,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.2142,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.223112,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.2356957,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.250536,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.2606659,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.2728335,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.2854046,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.2979669,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.3101418,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.3235012,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.3352678,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.347928,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.3601151,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.3727523,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.3857518,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.3978697,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.4103938,0,0,0,0,0,0,-0.25,1,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

